1pd1tkn6|8|0|tall|9|1|10|8,0,2,2|9|S/S12
1pd1tkn6|9|0|tall|9|1|10|8,1,2,1|9|S/S14
9rrz6l9m|0|2|tall|9|0|8|2,3,5,2|PASS|
9rrz6l9m|1|1|tall|8|1|9|2,7,2,1|PASS|
9rrz6l9m|2|3|tall|9|0|6|1,2,5,4|PASS|
9rrz6l9m|3|2|tall|9|0|6|1,3,5,3|7,PASS|
9rrz6l9m|4|3|tall|8|1|9|3,0,3,6|PASS|
9rrz6l9m|5|0|tall|9|1|10|8,0,2,2|9|S/S12
9rrz6l9m|6|1|tall|8|1|9|2,8,1,1|7,PASS|
9rrz6l9m|7|1|tall|8|0|7|5,5,0,2|7,PASS|
9rrz6l9m|8|1|tall|9|1|11|1,8,3,0|PASS|
9rrz6l9m|9|0|tall|8|1|8|7,1,2,2|8|S/S14
9rrz6l9m|10|2|tall|9|0|8|3,1,7,1|8,PASS|
bb37kck3|0|0|tall|9|1|11|9,0,1,2|9|S/S11
bb37kck3|1|2|tall|9|0|7|1,3,6,2|PASS|
bb37kck3|2|2|tall|9|1|12|0,2,10,0|7,PASS|
bb37kck3|3|2|tall|9|1|11|3,1,8,0|8,PASS|
