skard 4/20 startet 2026-08-09T16:56:55.334Z
25 kamper, 0.73 kamper/s, 886.8 beslutninger/kamp, 14.5 runder/kamp
50 kamper, 0.44 kamper/s, 1320.1 beslutninger/kamp, 22.3 runder/kamp
75 kamper, 0.48 kamper/s, 1250.9 beslutninger/kamp, 21.1 runder/kamp
100 kamper, 0.47 kamper/s, 1275.6 beslutninger/kamp, 21.6 runder/kamp
125 kamper, 0.50 kamper/s, 1221.6 beslutninger/kamp, 20.6 runder/kamp
150 kamper, 0.49 kamper/s, 1225.7 beslutninger/kamp, 20.6 runder/kamp
175 kamper, 0.46 kamper/s, 1303.1 beslutninger/kamp, 22.0 runder/kamp
200 kamper, 0.45 kamper/s, 1324.5 beslutninger/kamp, 22.4 runder/kamp
225 kamper, 0.46 kamper/s, 1316.5 beslutninger/kamp, 22.3 runder/kamp
250 kamper, 0.44 kamper/s, 1352.8 beslutninger/kamp, 22.9 runder/kamp
FERDIG {"skard":4,"kamper":250,"sekunder":567.7,"kamperPerSek":0.44,"beslutningerPerKamp":1352.8,"raderPerKamp":351.1,"medValgPerKamp":280.9,"runderPerKamp":22.92,"avbruttAndel":0.124,"bytesPerKamp":4037}
