skard 7/20 startet 2026-08-09T16:46:27.321Z
25 kamper, 0.55 kamper/s, 1337.8 beslutninger/kamp, 22.6 runder/kamp
50 kamper, 0.53 kamper/s, 1352.8 beslutninger/kamp, 22.9 runder/kamp
75 kamper, 0.56 kamper/s, 1299.9 beslutninger/kamp, 21.9 runder/kamp
100 kamper, 0.60 kamper/s, 1226.5 beslutninger/kamp, 20.6 runder/kamp
125 kamper, 0.57 kamper/s, 1262.0 beslutninger/kamp, 21.2 runder/kamp
150 kamper, 0.51 kamper/s, 1371.2 beslutninger/kamp, 23.2 runder/kamp
175 kamper, 0.52 kamper/s, 1368.6 beslutninger/kamp, 23.1 runder/kamp
200 kamper, 0.51 kamper/s, 1387.6 beslutninger/kamp, 23.5 runder/kamp
225 kamper, 0.49 kamper/s, 1442.5 beslutninger/kamp, 24.4 runder/kamp
250 kamper, 0.51 kamper/s, 1398.6 beslutninger/kamp, 23.6 runder/kamp
FERDIG {"skard":7,"kamper":250,"sekunder":485.52,"kamperPerSek":0.515,"beslutningerPerKamp":1398.6,"raderPerKamp":365.9,"medValgPerKamp":293.4,"runderPerKamp":23.64,"avbruttAndel":0.12,"bytesPerKamp":4165}
