skard 12/20 startet 2026-08-09T16:56:55.465Z
25 kamper, 0.57 kamper/s, 1004.5 beslutninger/kamp, 16.7 runder/kamp
50 kamper, 0.49 kamper/s, 1182.8 beslutninger/kamp, 19.9 runder/kamp
75 kamper, 0.47 kamper/s, 1219.9 beslutninger/kamp, 20.6 runder/kamp
100 kamper, 0.45 kamper/s, 1273.5 beslutninger/kamp, 21.5 runder/kamp
125 kamper, 0.45 kamper/s, 1286.5 beslutninger/kamp, 21.7 runder/kamp
150 kamper, 0.43 kamper/s, 1353.6 beslutninger/kamp, 22.9 runder/kamp
175 kamper, 0.42 kamper/s, 1370.8 beslutninger/kamp, 23.2 runder/kamp
200 kamper, 0.43 kamper/s, 1359.4 beslutninger/kamp, 23.0 runder/kamp
225 kamper, 0.40 kamper/s, 1449.9 beslutninger/kamp, 24.7 runder/kamp
250 kamper, 0.42 kamper/s, 1403.3 beslutninger/kamp, 23.8 runder/kamp
FERDIG {"skard":12,"kamper":250,"sekunder":595.98,"kamperPerSek":0.419,"beslutningerPerKamp":1403.3,"raderPerKamp":362.8,"medValgPerKamp":289.9,"runderPerKamp":23.83,"avbruttAndel":0.136,"bytesPerKamp":4178}
