skard 9/20 startet 2026-08-09T16:44:50.981Z
25 kamper, 5.00 kamper/s, 1736.6 beslutninger/kamp, 29.6 runder/kamp
50 kamper, 5.53 kamper/s, 1695.1 beslutninger/kamp, 28.8 runder/kamp
75 kamper, 5.80 kamper/s, 1671.6 beslutninger/kamp, 28.5 runder/kamp
100 kamper, 6.02 kamper/s, 1645.5 beslutninger/kamp, 28.0 runder/kamp
125 kamper, 6.66 kamper/s, 1520.6 beslutninger/kamp, 25.8 runder/kamp
150 kamper, 6.48 kamper/s, 1564.7 beslutninger/kamp, 26.6 runder/kamp
175 kamper, 6.35 kamper/s, 1595.9 beslutninger/kamp, 27.1 runder/kamp
200 kamper, 6.40 kamper/s, 1596.7 beslutninger/kamp, 27.2 runder/kamp
225 kamper, 6.61 kamper/s, 1555.5 beslutninger/kamp, 26.4 runder/kamp
250 kamper, 6.57 kamper/s, 1580.4 beslutninger/kamp, 26.9 runder/kamp
FERDIG {"skard":9,"kamper":250,"sekunder":38.04,"kamperPerSek":6.572,"beslutningerPerKamp":1580.4,"raderPerKamp":411.8,"medValgPerKamp":329.5,"runderPerKamp":26.87,"avbruttAndel":0.152,"bytesPerKamp":4678}
