skard 7/20 startet 2026-08-09T16:44:50.831Z
25 kamper, 6.51 kamper/s, 1337.8 beslutninger/kamp, 22.6 runder/kamp
50 kamper, 7.01 kamper/s, 1352.8 beslutninger/kamp, 22.9 runder/kamp
75 kamper, 7.64 kamper/s, 1299.9 beslutninger/kamp, 21.9 runder/kamp
100 kamper, 8.36 kamper/s, 1226.5 beslutninger/kamp, 20.6 runder/kamp
125 kamper, 8.25 kamper/s, 1262.0 beslutninger/kamp, 21.2 runder/kamp
150 kamper, 7.56 kamper/s, 1371.2 beslutninger/kamp, 23.2 runder/kamp
175 kamper, 7.62 kamper/s, 1368.6 beslutninger/kamp, 23.1 runder/kamp
200 kamper, 7.53 kamper/s, 1387.6 beslutninger/kamp, 23.5 runder/kamp
225 kamper, 7.27 kamper/s, 1442.5 beslutninger/kamp, 24.4 runder/kamp
250 kamper, 7.55 kamper/s, 1398.6 beslutninger/kamp, 23.6 runder/kamp
FERDIG {"skard":7,"kamper":250,"sekunder":33.09,"kamperPerSek":7.555,"beslutningerPerKamp":1398.6,"raderPerKamp":365.9,"medValgPerKamp":293.4,"runderPerKamp":23.64,"avbruttAndel":0.12,"bytesPerKamp":4165}
