# MLB trekkbygger — kostnad per beslutning
# 2026-08-09T16:09:04.140Z  giver=20 målPoeng=30 tro=AV
# TREKK_LENGDE=1032 MIKRO=273 KONVENSJON=71 regler=17
# kamp	fase	lovlige	ms_total	ms_mikro	ms_konvensjon
1	SPILL	3	0.0549	0.0065	0.0146
1	SPILL	10	0.0564	0.0061	0.0183
1	SPILL	3	0.0499	0.0067	0.0104
1	SPILL	2	0.0551	0.0069	0.0083
1	SPILL	5	0.0654	0.0067	0.0261
1	SPILL	9	0.0494	0.0063	0.0146
1	SPILL	2	0.0491	0.0063	0.0097
1	SPILL	3	0.0524	0.0067	0.0145
1	SPILL	9	0.2400	0.0071	0.2079
1	SPILL	8	0.0491	0.0070	0.0146
1	SPILL	4	0.0537	0.0074	0.0137
1	SPILL	2	0.0886	0.0076	0.0461
1	SPILL	1	0.0393	0.0073	0.0001
1	SPILL	7	0.0964	0.0075	0.0534
1	SPILL	7	0.2646	0.0088	0.2518
1	SPILL	2	0.0581	0.0090	0.0125
1	SPILL	2	0.0647	0.0118	0.0105
1	SPILL	6	0.1202	0.0113	0.0601
1	SPILL	4	0.1676	0.0123	0.1165
1	SPILL	1	0.0538	0.0090	0.0002
1	SPILL	2	0.0622	0.0119	0.0111
1	SPILL	5	0.1152	0.0095	0.0660
1	SPILL	5	0.1991	0.0094	0.1397
1	SPILL	1	0.0503	0.0091	0.0002
1	SPILL	1	0.0497	0.0126	0.0001
1	SPILL	4	0.0596	0.0131	0.0127
1	SPILL	4	0.0653	0.0100	0.0135
1	SPILL	1	0.0503	0.0102	0.0002
1	SPILL	1	0.0471	0.0130	0.0002
1	SPILL	3	0.0919	0.0101	0.0350
1	SPILL	3	0.1312	0.0126	0.0809
1	SPILL	3	0.0608	0.0101	0.0203
1	SPILL	3	0.0791	0.0113	0.0168
1	SPILL	2	0.0865	0.0113	0.0219
1	SPILL	2	0.1066	0.0125	0.0484
1	SPILL	2	0.0661	0.0110	0.0124
1	SPILL	2	0.0783	0.0143	0.0124
1	SPILL	1	0.0460	0.0126	0.0002
1	SPILL	1	0.0474	0.0134	0.0001
1	SPILL	1	0.0539	0.0240	0.0001
1	SPILL	1	0.0501	0.0113	0.0001
1	BUD	0	0.0445	0.0073	0.0002
1	BUD	0	0.0718	0.0121	0.0002
1	BUD	0	0.0427	0.0061	0.0001
1	BUD	0	0.0436	0.0060	0.0002
1	VRAK	0	0.0466	0.0057	0.0002
1	VELG	0	0.0583	0.0064	0.0002
1	SPILL	6	0.2989	0.0152	0.0403
1	SPILL	1	0.0426	0.0065	0.0002
1	SPILL	4	0.0630	0.0060	0.0215
1	SPILL	12	0.1209	0.0059	0.0841
1	SPILL	11	0.0581	0.0063	0.0204
1	SPILL	3	0.0483	0.0062	0.0107
1	SPILL	11	0.3103	0.0063	0.2718
1	SPILL	5	0.0545	0.0069	0.0174
1	SPILL	10	0.1046	0.0063	0.0740
1	SPILL	1	0.0678	0.0078	0.0002
1	SPILL	2	0.0502	0.0068	0.0089
1	SPILL	10	0.1088	0.0072	0.0544
1	SPILL	9	0.0483	0.0072	0.0148
1	SPILL	5	0.0521	0.0066	0.0161
1	SPILL	2	0.0860	0.0076	0.0465
1	SPILL	9	0.0689	0.0086	0.0316
1	SPILL	8	0.0503	0.0127	0.0157
1	SPILL	8	0.2155	0.0073	0.1717
1	SPILL	3	0.0499	0.0073	0.0123
1	SPILL	8	0.0830	0.0076	0.0395
1	SPILL	7	0.0541	0.0076	0.0119
1	SPILL	1	0.0363	0.0075	0.0001
1	SPILL	7	0.0686	0.0073	0.0232
1	SPILL	2	0.0890	0.0073	0.0459
1	SPILL	6	0.0632	0.0074	0.0241
1	SPILL	2	0.0879	0.0084	0.0433
1	SPILL	2	0.0532	0.0075	0.0091
1	SPILL	1	0.0387	0.0094	0.0001
1	SPILL	5	0.0625	0.0085	0.0089
1	SPILL	3	0.0488	0.0084	0.0165
1	SPILL	5	0.1960	0.0137	0.1405
1	SPILL	5	0.0726	0.0130	0.0194
1	SPILL	4	0.0579	0.0164	0.0192
1	SPILL	1	0.0490	0.0126	0.0001
1	SPILL	1	0.0492	0.0100	0.0002
1	SPILL	4	0.0785	0.0094	0.0219
1	SPILL	3	0.0585	0.0124	0.0152
1	SPILL	3	0.1299	0.0097	0.0730
1	SPILL	1	0.0484	0.0103	0.0001
1	SPILL	3	0.0718	0.0110	0.0203
1	SPILL	2	0.0538	0.0097	0.0078
1	SPILL	2	0.1026	0.0124	0.0486
1	SPILL	2	0.0624	0.0123	0.0094
1	SPILL	2	0.0636	0.0135	0.0128
1	SPILL	1	0.0428	0.0110	0.0001
1	SPILL	1	0.0450	0.0141	0.0002
1	SPILL	1	0.0482	0.0132	0.0002
1	SPILL	1	0.0441	0.0109	0.0002
1	BUD	0	0.0518	0.0071	0.0002
1	BUD	0	0.0470	0.0059	0.0001
1	BUD	0	0.0380	0.0054	0.0001
1	BUD	0	0.0467	0.0055	0.0001
1	VRAK	0	0.0421	0.0085	0.0001
1	VELG	0	0.0425	0.0056	0.0002
1	SPILL	5	0.0876	0.0071	0.0388
1	SPILL	3	0.0594	0.0056	0.0195
1	SPILL	1	0.0481	0.0062	0.0002
1	SPILL	2	0.0580	0.0059	0.0160
1	SPILL	11	0.1083	0.0064	0.0271
1	SPILL	1	0.0669	0.0072	0.0002
1	SPILL	4	0.0726	0.0070	0.0184
1	SPILL	2	0.0529	0.0068	0.0088
1	SPILL	10	0.0662	0.0092	0.0194
1	SPILL	1	0.0409	0.0095	0.0001
1	SPILL	10	0.1235	0.0072	0.0762
1	SPILL	3	0.1315	0.0074	0.0754
1	SPILL	9	0.0758	0.0107	0.0170
1	SPILL	3	0.0587	0.0096	0.0173
1	SPILL	9	0.0702	0.0085	0.0352
1	SPILL	3	0.2960	0.0110	0.0786
1	SPILL	8	0.0485	0.0066	0.0133
1	SPILL	8	0.0585	0.0071	0.0206
1	SPILL	2	0.0473	0.0073	0.0094
1	SPILL	3	0.1011	0.0076	0.0632
1	SPILL	7	0.0665	0.0073	0.0424
1	SPILL	3	0.0494	0.0075	0.0115
1	SPILL	3	0.0493	0.0076	0.0127
1	SPILL	3	0.1073	0.0078	0.0690
1	SPILL	6	0.0429	0.0077	0.0116
1	SPILL	2	0.0462	0.0080	0.0080
1	SPILL	2	0.0455	0.0076	0.0092
1	SPILL	2	0.0862	0.0088	0.0429
1	SPILL	5	0.0585	0.0078	0.0212
1	SPILL	5	0.0600	0.0090	0.0215
1	SPILL	5	0.1380	0.0081	0.0996
1	SPILL	5	0.0587	0.0089	0.0220
1	SPILL	4	0.0474	0.0080	0.0110
1	SPILL	1	0.0364	0.0151	0.0002
1	SPILL	4	0.1237	0.0300	0.0870
1	SPILL	1	0.0387	0.0086	0.0002
1	SPILL	3	0.0482	0.0085	0.0096
1	SPILL	3	0.0517	0.0087	0.0132
1	SPILL	1	0.0434	0.0100	0.0002
1	SPILL	2	0.0500	0.0088	0.0091
1	SPILL	2	0.0446	0.0102	0.0072
1	SPILL	2	0.0590	0.0092	0.0092
1	SPILL	2	0.0778	0.0161	0.0380
1	SPILL	1	0.0392	0.0087	0.0002
1	SPILL	1	0.0378	0.0100	0.0002
1	SPILL	1	0.0360	0.0096	0.0002
1	SPILL	1	0.0442	0.0092	0.0001
1	SPILL	1	0.0378	0.0097	0.0001
1	BUD	0	0.0349	0.0049	0.0002
1	BUD	0	0.0343	0.0050	0.0001
1	BUD	0	0.0409	0.0050	0.0001
1	BUD	0	0.0326	0.0047	0.0001
1	VRAK	0	0.0390	0.0052	0.0001
1	VELG	0	0.0398	0.0068	0.0002
1	SPILL	6	0.0840	0.0061	0.0346
1	SPILL	1	0.0394	0.0062	0.0002
1	SPILL	3	0.0562	0.0059	0.0159
1	SPILL	2	0.0614	0.0057	0.0115
1	SPILL	11	0.0595	0.0058	0.0206
1	SPILL	2	0.0721	0.0065	0.0091
1	SPILL	1	0.0339	0.0054	0.0001
1	SPILL	5	0.1465	0.0069	0.1044
1	SPILL	10	0.0495	0.0062	0.0162
1	SPILL	4	0.0513	0.0064	0.0136
1	SPILL	2	0.0555	0.0061	0.0082
1	SPILL	5	0.0623	0.0066	0.0180
1	SPILL	9	0.0862	0.0062	0.0483
1	SPILL	9	0.2697	0.0077	0.2002
1	SPILL	1	0.0366	0.0070	0.0002
1	SPILL	9	0.0885	0.0069	0.0476
1	SPILL	8	0.0802	0.0070	0.0402
1	SPILL	8	0.2381	0.0076	0.1790
1	SPILL	8	0.0754	0.0076	0.0396
1	SPILL	8	0.0840	0.0074	0.0398
1	SPILL	7	0.0711	0.0071	0.0335
1	SPILL	7	0.2068	0.0155	0.1608
1	SPILL	2	0.0444	0.0081	0.0095
1	SPILL	1	0.0349	0.0072	0.0002
1	SPILL	6	0.0458	0.0077	0.0102
1	SPILL	6	0.3349	0.0113	0.1535
1	SPILL	3	0.0576	0.0083	0.0113
1	SPILL	6	0.1774	0.0081	0.1375
1	SPILL	5	0.0668	0.0079	0.0294
1	SPILL	5	0.1548	0.0084	0.1140
1	SPILL	5	0.0581	0.0086	0.0221
1	SPILL	5	0.0582	0.0083	0.0220
1	SPILL	4	0.0596	0.0081	0.0208
1	SPILL	4	0.1952	0.0127	0.1006
1	SPILL	4	0.0637	0.0101	0.0170
1	SPILL	4	0.0563	0.0103	0.0158
1	SPILL	3	0.0590	0.0094	0.0178
1	SPILL	3	0.0982	0.0106	0.0564
1	SPILL	3	0.0500	0.0087	0.0117
1	SPILL	3	0.0491	0.0146	0.0120
1	SPILL	2	0.0430	0.0087	0.0060
1	SPILL	2	0.0785	0.0086	0.0362
1	SPILL	1	0.0440	0.0083	0.0001
1	SPILL	2	0.0482	0.0088	0.0078
1	SPILL	1	0.0343	0.0087	0.0001
1	SPILL	1	0.0378	0.0143	0.0001
1	SPILL	1	0.0452	0.0099	0.0000
1	SPILL	1	0.0358	0.0092	0.0001
1	BUD	0	0.0317	0.0046	0.0001
1	BUD	0	0.0331	0.0131	0.0001
1	BUD	0	0.0316	0.0048	0.0001
1	BUD	0	0.0290	0.0043	0.0001
1	VRAK	0	0.0345	0.0235	0.0001
1	VELG	0	0.0315	0.0155	0.0001
1	SPILL	7	0.1522	0.0061	0.0453
1	SPILL	1	0.0357	0.0054	0.0001
1	SPILL	3	0.1453	0.0105	0.0254
1	SPILL	1	0.0373	0.0055	0.0001
1	SPILL	11	0.0573	0.0060	0.0184
1	SPILL	2	0.0435	0.0056	0.0074
1	SPILL	11	0.3043	0.0062	0.3099
1	SPILL	6	0.0624	0.0066	0.0191
1	SPILL	10	0.0923	0.0061	0.0548
1	SPILL	10	0.2788	0.0086	0.2468
1	SPILL	1	0.0338	0.0063	0.0001
1	SPILL	10	0.2761	0.0152	0.2391
1	SPILL	9	0.0458	0.0066	0.0146
1	SPILL	3	0.1010	0.0064	0.0650
1	SPILL	2	0.0510	0.0079	0.0087
1	SPILL	2	0.0556	0.0067	0.0082
1	SPILL	8	0.0482	0.0063	0.0119
1	SPILL	8	0.0575	0.0065	0.0227
1	SPILL	4	0.0469	0.0067	0.0117
1	SPILL	3	0.0493	0.0149	0.0127
1	SPILL	7	0.0452	0.0068	0.0099
1	SPILL	2	0.0449	0.0069	0.0075
1	SPILL	4	0.1313	0.0083	0.0900
1	SPILL	2	0.0465	0.0078	0.0070
1	SPILL	6	0.0960	0.0089	0.0453
1	SPILL	6	0.1795	0.2523	0.1742
1	SPILL	6	0.0686	0.0082	0.0255
1	SPILL	6	0.0636	0.0082	0.0260
1	SPILL	5	0.0755	0.0076	0.0362
1	SPILL	5	0.1401	0.0080	0.1078
1	SPILL	5	0.0575	0.0081	0.0205
1	SPILL	5	0.0568	0.0095	0.0199
1	SPILL	4	0.0657	0.0081	0.0280
1	SPILL	4	0.1168	0.0085	0.0768
1	SPILL	4	0.0515	0.0085	0.0166
1	SPILL	4	0.0601	0.0085	0.0151
1	SPILL	3	0.0547	0.0086	0.0174
1	SPILL	3	0.1072	0.0086	0.0651
1	SPILL	3	0.0488	0.0084	0.0114
1	SPILL	2	0.0444	0.0085	0.0084
1	SPILL	2	0.0544	0.0082	0.0154
1	SPILL	1	0.0366	0.0088	0.0001
1	SPILL	2	0.0479	0.0089	0.0082
1	SPILL	1	0.0372	0.0091	0.0001
1	SPILL	1	0.0385	0.0157	0.0001
1	SPILL	1	0.0377	0.0090	0.0000
1	SPILL	1	0.0439	0.0110	0.0002
1	SPILL	1	0.0416	0.0099	0.0001
2	BUD	0	0.0384	0.0066	0.0002
2	BUD	0	0.0328	0.0065	0.0000
2	BUD	0	0.0315	0.0046	0.0001
2	BUD	0	0.0304	0.0048	0.0001
2	BUD	0	0.0449	0.0069	0.0001
2	VRAK	0	0.0358	0.0053	0.0001
2	VELG	0	0.0374	0.0052	0.0001
2	SPILL	6	0.0688	0.0057	0.0296
2	SPILL	2	0.0444	0.0046	0.0094
2	SPILL	1	0.0306	0.0051	0.0002
2	SPILL	3	0.0493	0.0054	0.0141
2	SPILL	11	0.0479	0.0053	0.0152
2	SPILL	2	0.0382	0.0053	0.0066
2	SPILL	5	0.0444	0.0054	0.0127
2	SPILL	1	0.0294	0.0056	0.0001
2	SPILL	10	0.0797	0.0058	0.0413
2	SPILL	10	0.0822	0.0056	0.0454
2	SPILL	10	0.2515	0.0062	0.2119
2	SPILL	1	0.0320	0.0061	0.0001
2	SPILL	9	0.0760	0.0061	0.0355
2	SPILL	9	0.0743	0.0061	0.0384
2	SPILL	9	0.2255	0.0064	0.1876
2	SPILL	9	0.0779	0.0068	0.0448
2	SPILL	8	0.0786	0.0070	0.0338
2	SPILL	8	0.0739	0.0070	0.0372
2	SPILL	1	0.0348	0.0069	0.0001
2	SPILL	3	0.0739	0.0091	0.0129
2	SPILL	7	0.0886	0.0077	0.0315
2	SPILL	7	0.0699	0.0075	0.0309
2	SPILL	7	0.2293	0.0083	0.1561
2	SPILL	2	0.0441	0.0080	0.0072
2	SPILL	6	0.0432	0.0074	0.0086
2	SPILL	6	0.0535	0.0075	0.0148
2	SPILL	2	0.0444	0.0085	0.0083
2	SPILL	1	0.0346	0.0077	0.0001
2	SPILL	5	0.8477	0.0194	0.0273
2	SPILL	5	0.0683	0.0095	0.0209
2	SPILL	5	0.1979	0.0095	0.1069
2	SPILL	1	0.0380	0.0084	0.0001
2	SPILL	4	0.0442	0.0085	0.0066
2	SPILL	4	0.0532	0.0084	0.0234
2	SPILL	4	0.0728	0.0088	0.0160
2	SPILL	4	0.1180	0.0087	0.0782
2	SPILL	3	0.0476	0.0081	0.0081
2	SPILL	3	0.0513	0.0087	0.0113
2	SPILL	3	0.0949	0.0094	0.0584
2	SPILL	3	0.0668	0.0149	0.0180
2	SPILL	2	0.0437	0.0084	0.0088
2	SPILL	2	0.0473	0.0083	0.0076
2	SPILL	2	0.0775	0.0092	0.0359
2	SPILL	2	0.0451	0.0089	0.0080
2	SPILL	1	0.0496	0.0155	0.0001
2	SPILL	1	0.0408	0.0094	0.0001
2	SPILL	1	0.0376	0.0085	0.0001
2	SPILL	1	0.0352	0.0092	0.0001
2	BUD	0	0.0380	0.0048	0.0001
2	BUD	0	0.0632	0.0068	0.0001
2	BUD	0	0.0608	0.0075	0.0001
2	BUD	0	0.0331	0.0052	0.0001
2	BUD	0	0.0382	0.0055	0.0000
2	VRAK	0	0.0565	0.0065	0.0000
2	VELG	0	0.0318	0.0049	0.0001
2	SPILL	6	0.0670	0.0051	0.0292
2	SPILL	1	0.0316	0.0064	0.0001
2	SPILL	2	0.0458	0.0055	0.0103
2	SPILL	1	0.0319	0.0055	0.0001
2	SPILL	11	0.0613	0.0055	0.0190
2	SPILL	5	0.1345	0.0060	0.0935
2	SPILL	11	0.0988	0.0070	0.0633
2	SPILL	1	0.0338	0.0060	0.0001
2	SPILL	10	0.0822	0.0062	0.0425
2	SPILL	10	0.0865	0.0061	0.0520
2	SPILL	10	0.0846	0.0063	0.0511
2	SPILL	2	0.0751	0.0064	0.0380
2	SPILL	9	0.0749	0.0065	0.0561
2	SPILL	4	0.0457	0.0070	0.0113
2	SPILL	5	0.1363	0.0066	0.1059
2	SPILL	1	0.0479	0.0065	0.0001
2	SPILL	8	0.0454	0.0066	0.0133
2	SPILL	4	0.0490	0.0085	0.0127
2	SPILL	4	0.0473	0.0070	0.0117
2	SPILL	8	0.0750	0.0072	0.0375
2	SPILL	7	0.0727	0.0074	0.0394
2	SPILL	3	0.0486	0.0073	0.0120
2	SPILL	4	0.0680	0.0073	0.0163
2	SPILL	7	0.1834	0.0076	0.1356
2	SPILL	6	0.0730	0.0076	0.0334
2	SPILL	6	0.0618	0.0076	0.0250
2	SPILL	2	0.0439	0.0078	0.0071
2	SPILL	2	0.0515	0.0083	0.0079
2	SPILL	5	0.0410	0.0080	0.0077
2	SPILL	1	0.0342	0.0081	0.0001
2	SPILL	2	0.0471	0.0082	0.0069
2	SPILL	5	0.0849	0.0142	0.0213
2	SPILL	4	0.0682	0.0084	0.0305
2	SPILL	4	0.0607	0.0088	0.0151
2	SPILL	4	0.0530	0.0082	0.0150
2	SPILL	4	0.7091	0.0164	0.0777
2	SPILL	3	0.0851	0.0096	0.0296
2	SPILL	3	0.0549	0.0090	0.0114
2	SPILL	3	0.0509	0.0091	0.0111
2	SPILL	1	0.0377	0.0083	0.0001
2	SPILL	2	0.0430	0.0089	0.0040
2	SPILL	2	0.0707	0.0109	0.0286
2	SPILL	2	0.0462	0.0083	0.0082
2	SPILL	2	0.0445	0.0087	0.0075
2	SPILL	1	0.0363	0.0083	0.0002
2	SPILL	1	0.0371	0.0094	0.0001
2	SPILL	1	0.0385	0.0089	0.0001
2	SPILL	1	0.0361	0.0094	0.0001
2	BUD	0	0.0314	0.0055	0.0001
2	BUD	0	0.0318	0.0050	0.0001
2	BUD	0	0.0318	0.0145	0.0001
2	BUD	0	0.0803	0.0117	0.0001
2	BUD	0	0.0347	0.0074	0.0000
2	VRAK	0	0.0379	0.0075	0.0001
2	VELG	0	0.0438	0.0079	0.0002
2	SPILL	8	0.0838	0.0075	0.0415
2	SPILL	1	0.0441	0.0080	0.0001
2	SPILL	2	0.0504	0.0074	0.0107
2	SPILL	1	0.0354	0.0091	0.0001
2	SPILL	11	0.0756	0.0115	0.0180
2	SPILL	7	0.1733	0.0082	0.1410
2	SPILL	11	0.0984	0.0086	0.0587
2	SPILL	1	0.0487	0.0097	0.0001
2	SPILL	10	0.1022	0.0097	0.0526
2	SPILL	10	0.1186	0.0101	0.0495
2	SPILL	10	0.0972	0.0097	0.0515
2	SPILL	10	0.2888	0.0099	0.2339
2	SPILL	9	0.0867	0.0110	0.0479
2	SPILL	9	0.0827	0.0094	0.0430
2	SPILL	9	0.0822	0.0114	0.0444
2	SPILL	9	0.2456	0.0250	0.2037
2	SPILL	8	0.0825	0.0100	0.0418
2	SPILL	1	0.0380	0.0100	0.0002
2	SPILL	2	0.0866	0.0118	0.0406
2	SPILL	5	0.0601	0.0111	0.0176
2	SPILL	7	0.0501	0.0096	0.0103
2	SPILL	1	0.0500	0.0106	0.0001
2	SPILL	7	0.0753	0.0109	0.0330
2	SPILL	1	0.0470	0.0108	0.0001
2	SPILL	6	0.0863	0.0112	0.0388
2	SPILL	6	0.0685	0.0113	0.0243
2	SPILL	6	0.0637	0.0117	0.0259
2	SPILL	6	0.1840	0.0118	0.1212
2	SPILL	5	0.1021	0.0117	0.0327
2	SPILL	3	0.0534	0.0119	0.0116
2	SPILL	3	0.0924	0.0122	0.0121
2	SPILL	2	0.1042	0.0129	0.0401
2	SPILL	4	0.0883	0.0257	0.0300
2	SPILL	2	0.0507	0.0120	0.0101
2	SPILL	2	0.0580	0.0142	0.0091
2	SPILL	1	0.0431	0.0128	0.0002
2	SPILL	3	0.0888	0.0128	0.0288
2	SPILL	3	0.0782	0.0163	0.0159
2	SPILL	3	0.0839	0.0127	0.0120
2	SPILL	3	0.1013	0.0123	0.2322
2	SPILL	2	0.0672	0.0121	0.0200
2	SPILL	2	0.0511	0.0120	0.0073
2	SPILL	2	0.0477	0.0121	0.0076
2	SPILL	2	0.0719	0.0130	0.0305
2	SPILL	1	0.0378	0.0124	0.0001
2	SPILL	1	0.0408	0.0145	0.0001
2	SPILL	1	0.2415	0.0161	0.0001
2	SPILL	1	0.0434	0.0140	0.0000
3	BUD	0	0.0392	0.0073	0.0002
3	BUD	0	0.0345	0.0076	0.0003
3	BUD	0	0.0325	0.0071	0.0001
3	BUD	0	0.0313	0.0064	0.0001
3	BUD	0	0.0319	0.0090	0.0001
3	VRAK	0	0.0498	0.0073	0.0001
3	VELG	0	0.0341	0.0073	0.0001
3	SPILL	5	0.0656	0.0079	0.0273
3	SPILL	2	0.0497	0.0073	0.0111
3	SPILL	1	0.0373	0.0069	0.0002
3	SPILL	2	0.0486	0.0062	0.0134
3	SPILL	11	0.0577	0.0060	0.0226
3	SPILL	1	0.0513	0.0066	0.0001
3	SPILL	4	0.0471	0.0059	0.0124
3	SPILL	1	0.0317	0.0062	0.0001
3	SPILL	10	0.0720	0.0061	0.0364
3	SPILL	10	0.0987	0.0065	0.0487
3	SPILL	2	0.0725	0.0061	0.0386
3	SPILL	10	0.0788	0.0075	0.0483
3	SPILL	9	0.0669	0.0061	0.0314
3	SPILL	2	0.0419	0.0064	0.0086
3	SPILL	2	0.1054	0.0065	0.0426
3	SPILL	3	0.0436	0.0064	0.0120
3	SPILL	8	0.0694	0.0075	0.0308
3	SPILL	1	0.0341	0.0066	0.0001
3	SPILL	1	0.0343	0.0076	0.0002
3	SPILL	2	0.0816	0.0077	0.0406
3	SPILL	7	0.0425	0.0071	0.0106
3	SPILL	4	0.0784	0.0077	0.0169
3	SPILL	3	0.0939	0.0071	0.0555
3	SPILL	7	0.0528	0.0076	0.0199
3	SPILL	6	0.0563	0.0070	0.0214
3	SPILL	6	0.0616	0.0081	0.0242
3	SPILL	6	0.1425	0.0074	0.1020
3	SPILL	1	0.0364	0.0077	0.0002
3	SPILL	5	0.0413	0.0074	0.0085
3	SPILL	2	0.0545	0.0068	0.0082
3	SPILL	5	0.1184	0.0078	0.0877
3	SPILL	2	0.0434	0.0080	0.0096
3	SPILL	4	0.0388	0.0081	0.0074
3	SPILL	1	0.0506	0.0090	0.0002
3	SPILL	4	0.0494	0.0079	0.0123
3	SPILL	1	0.0320	0.0097	0.0002
3	SPILL	3	0.0447	0.0080	0.0084
3	SPILL	3	0.0482	0.0084	0.0116
3	SPILL	2	0.0715	0.0091	0.0333
3	SPILL	3	0.0447	0.0225	0.0117
3	SPILL	2	0.0404	0.0079	0.0067
3	SPILL	2	0.0447	0.0086	0.0078
3	SPILL	1	0.0371	0.0081	0.0002
3	SPILL	2	0.1129	0.0087	0.0320
3	SPILL	1	0.0329	0.0116	0.0002
3	SPILL	1	0.0422	0.0091	0.0001
3	SPILL	1	0.0349	0.0104	0.0001
3	SPILL	1	0.0363	0.0094	0.0002
3	BUD	0	0.0310	0.0050	0.0001
3	BUD	0	0.0307	0.0048	0.0001
3	BUD	0	0.0293	0.0048	0.0001
3	BUD	0	0.0471	0.0051	0.0001
3	BUD	0	0.0441	0.0049	0.0002
3	VRAK	0	0.0332	0.0051	0.0002
3	VELG	0	0.0328	0.0049	0.0001
3	SPILL	6	0.0694	0.0057	0.0341
3	SPILL	1	0.0315	0.0050	0.0002
3	SPILL	1	0.0328	0.0057	0.0002
3	SPILL	4	0.0776	0.0071	0.0211
3	SPILL	11	0.0547	0.0064	0.0420
3	SPILL	11	0.0957	0.0067	0.0622
3	SPILL	3	0.7741	0.0166	0.0145
3	SPILL	5	0.0574	0.0068	0.0179
3	SPILL	10	0.0996	0.0076	0.0506
3	SPILL	5	0.1472	0.0075	0.0996
3	SPILL	5	0.0575	0.0068	0.0227
3	SPILL	2	0.0445	0.0065	0.0092
3	SPILL	9	0.0445	0.0060	0.0150
3	SPILL	3	0.0438	0.0061	0.0106
3	SPILL	3	0.1001	0.0068	0.0623
3	SPILL	9	0.0625	0.0071	0.0250
3	SPILL	8	0.1043	0.0068	0.0359
3	SPILL	3	0.0989	0.0069	0.0581
3	SPILL	2	0.0422	0.0070	0.0084
3	SPILL	3	0.0994	0.0071	0.0617
3	SPILL	7	0.0420	0.0072	0.0127
3	SPILL	1	0.0345	0.0070	0.0002
3	SPILL	7	0.0581	0.0073	0.0203
3	SPILL	4	0.1146	0.0122	0.0780
3	SPILL	6	0.0673	0.0082	0.0286
3	SPILL	2	0.0780	0.0077	0.0389
3	SPILL	1	0.0406	0.0076	0.0002
3	SPILL	2	0.0467	0.0082	0.0082
3	SPILL	5	0.0441	0.0073	0.0111
3	SPILL	3	0.0512	0.0081	0.0147
3	SPILL	1	0.0347	0.0079	0.0001
3	SPILL	5	0.1624	0.0089	0.1005
3	SPILL	4	0.0434	0.0085	0.0097
3	SPILL	4	0.0500	0.0090	0.0131
3	SPILL	1	0.0397	0.0081	0.0001
3	SPILL	2	0.0487	0.0098	0.0094
3	SPILL	3	0.0533	0.0084	0.0170
3	SPILL	3	0.0902	0.0083	0.0512
3	SPILL	3	0.0477	0.0086	0.0130
3	SPILL	2	0.0464	0.0092	0.0087
3	SPILL	2	0.0439	0.0089	0.0069
3	SPILL	2	0.0777	0.0087	0.0378
3	SPILL	2	0.0437	0.0088	0.0089
3	SPILL	2	0.0422	0.0089	0.0080
3	SPILL	1	0.0316	0.0091	0.0002
3	SPILL	1	0.0375	0.0090	0.0002
3	SPILL	1	0.0348	0.0088	0.0002
3	SPILL	1	0.0349	0.0194	0.0001
3	BUD	0	0.0302	0.0048	0.0001
3	BUD	0	0.0612	0.0062	0.0001
3	BUD	0	0.0328	0.0121	0.0001
3	BUD	0	0.0310	0.0053	0.0001
3	BUD	0	0.0306	0.0055	0.0002
3	BUD	0	0.0308	0.0051	0.0001
3	VRAK	0	0.0325	0.0056	0.0001
3	VELG	0	0.0366	0.0055	0.0001
3	SPILL	6	0.0729	0.0058	0.0372
3	SPILL	1	0.0387	0.0065	0.0002
3	SPILL	1	0.0359	0.0070	0.0001
3	SPILL	3	0.0538	0.0060	0.0199
3	SPILL	11	0.0651	0.0074	0.0244
3	SPILL	2	0.0434	0.0067	0.0085
3	SPILL	5	0.0503	0.0074	0.0173
3	SPILL	11	0.1126	0.0066	0.0633
3	SPILL	10	0.1164	0.0070	0.0481
3	SPILL	10	0.0865	0.0077	0.0529
3	SPILL	1	0.0383	0.0399	0.0002
3	SPILL	1	0.0367	0.0072	0.0002
3	SPILL	9	0.0767	0.0072	0.0411
3	SPILL	9	0.0814	0.0068	0.0461
3	SPILL	9	0.2651	0.0197	1.0528
3	SPILL	9	0.0890	0.0078	0.0478
3	SPILL	8	0.0691	0.0068	0.0330
3	SPILL	4	0.0488	0.0067	0.0126
3	SPILL	1	0.0422	0.0070	0.0002
3	SPILL	2	0.0823	0.0073	0.0441
3	SPILL	7	0.0421	0.0070	0.0123
3	SPILL	7	0.0689	0.0071	0.0337
3	SPILL	1	0.0335	0.0073	0.0002
3	SPILL	4	0.0561	0.0079	0.0185
3	SPILL	6	0.0403	0.0077	0.0107
3	SPILL	1	0.0375	0.0079	0.0002
3	SPILL	2	0.0553	0.0135	0.0144
3	SPILL	3	0.0481	0.0079	0.0134
3	SPILL	5	0.0405	0.0075	0.0091
3	SPILL	5	0.0561	0.0083	0.0227
3	SPILL	5	0.1394	0.0086	0.0986
3	SPILL	3	0.0524	0.0080	0.0130
3	SPILL	4	0.0455	0.0082	0.0079
3	SPILL	2	0.0589	0.0081	0.0093
3	SPILL	3	0.1129	0.0077	0.0573
3	SPILL	4	0.0548	0.0081	0.0135
3	SPILL	3	0.0531	0.0081	0.0167
3	SPILL	3	0.0479	0.0080	0.0121
3	SPILL	3	0.0883	0.0081	0.0509
3	SPILL	3	0.0464	0.0082	0.0137
